Z32_Y02 6 148 1426
Z32_Y02 230 51 1356
Z32_Y02 709 733 1758
Z32_Y03 1938 133 1431
Z32_Y03 1976 633 1671
Z32_Y03 1580 784 2178
Z32_Y03 130 856 404
Z32_Y03 504 602 3080
Z32_Y04 1381 161 2443
Z32_Y04 1020 421 2331
Z32_Y04 2039 820 410
Z32_Y04 1806 179 622
Z32_Y04 1297 686 2537
Z32_Y04 902 917 2054
Z32_Y04 1180 1016 2412
Z32_Y04 1233 837 2326
Z32_Y04 603 115 2484
Z32_Y05 772 614 2537
Z32_Y05 1234 872 2410
Z32_Y05 1255 743 2322
Z32_Y06 930 416 2750
Z32_Y06 1463 587 2568
Z32_Y06 624 654 2925
Z32_Y06 700 577 2605
Z32_Y07 1263 228 2473
Z32_Y07 1242 373 2442
Z32_Y07 1240 431 2429
Z32_Y07 1247 319 2451
Z32_Y07 517 796 2126
Z32_Y08 1364 428 2363
Z32_Y08 555 470 2238
Z32_Y08 1214 422 2147
Z32_Y08 1364 479 2360
Z32_Y08 889 371 2218
Z32_Y08 1001 387 2829
Z32_Y08 1613 210 2154
Z32_Y08 1226 923 2168
Z32_Y08 1970 981 2059
Z32_Y08 913 114 2225
Z32_Y08 1865 397 2982
Z32_Y09 1513 272 2598
Z32_Y09 1393 214 2283
Z32_Y09 1416 836 2540
Z32_Y09 1778 182 2296
Z32_Y09 1932 396 2651
Z32_Y09 1422 977 2698
Z32_Y09 366 632 2963
Z32_Y09 674 186 3111
Z32_Y09 1557 269 2597
Z32_Y09 1508 317 2596
Z32_Y09 1538 444 2234
Z32_Y10 255 363 2472
Z32_Y10 1893 174 3028
Z32_Y10 763 833 2891
Z32_Y10 267 417 2469
Z32_Y10 1594 279 2802
Z32_Y10 1900 271 2721
Z32_Y10 277 514 2449
Z32_Y10 272 595 2433
Z32_Y10 1892 207 3024
Z32_Y11 1135 258 2848
Z32_Y11 1284 283 2814
Z32_Y11 1136 362 2867
Z32_Y11 1385 78 2828
Z32_Y11 699 744 2734
Z32_Y11 125 509 2572
Z32_Y12 400 182 2531
Z32_Y12 316 767 2450
Z32_Y12 1050 852 2702
Z32_Y12 505 141 2390
Z32_Y12 440 335 2366
Z32_Y13 1878 55 2583
Z32_Y13 804 586 2490
Z32_Y13 1586 50 2848
Z32_Y13 1429 70 2877
Z32_Y13 92 289 2251
Z32_Y13 1192 384 2662
Z32_Y13 8 337 2413
Z32_Y14 1322 719 2612
Z32_Y14 2042 283 2259
Z32_Y14 1967 328 2420
Z32_Y14 171 20 1521
Z32_Y14 382 373 1067
Z32_Y15 1708 433 1989
Z32_Y15 81 574 3221
Z32_Y16 2040 572 3229
